,HINCP,HISPEED,PAP,GRPIP,FS,FES
129979,126000,2,0,20,0,1
129980,126000,2,0,20,0,1
130057,16100,2,0,75,2,1
130151,41900,2,0,25,0,1
130184,26600,1,0,45,2,1
130224,210000,1,0,1,0,1
130225,210000,1,0,1,0,1
130226,210000,1,0,1,0,1
130284,57200,2,0,34,0,2
130285,57200,2,0,34,0,2
130294,100000,2,0,12,0,1
130303,24000,2,0,35,0,1
130304,24000,2,0,35,0,1
130305,10000,2,0,101,2,0
130306,10000,2,0,101,2,0
130307,10000,2,0,101,2,0
130337,70000,2,0,25,0,2
130338,70000,2,0,25,0,2
130358,30000,2,0,68,0,2
130359,30000,2,0,68,0,2
130360,29000,1,0,77,2,1
130373,81000,2,0,21,0,1
130374,81000,2,0,21,0,1
130375,81000,2,0,21,0,1
130376,81000,2,0,21,0,1
130377,81000,2,0,21,0,1
130393,40000,2,0,22,2,1
130394,40000,2,0,22,2,1
130395,13800,2,0,35,2,0
130396,13800,2,0,35,2,0
130421,33500,2,0,18,2,0
130422,33500,2,0,18,2,0
130425,267000,2,0,18,0,2
130426,267000,2,0,18,0,2
130437,15000,1,5700,101,2,0
130438,15000,1,0,101,2,0
130439,15000,1,0,101,2,0
130440,15000,1,0,101,2,0
130450,37400,2,0,50,2,2
130451,37400,2,0,50,2,2
130452,37400,2,0,50,2,2
130453,37400,2,0,50,2,2
130494,59000,2,0,12,0,1
130495,59000,2,0,12,0,1
130504,57000,2,0,24,0,2
130505,57000,2,0,24,0,2
130506,57000,2,0,24,0,2
130535,44300,2,0,31,0,2
130536,44300,2,0,31,0,2
130537,44300,2,0,31,0,2
130538,44300,2,0,31,0,2
130565,3920,2,0,61,2,1
130566,3920,2,0,61,2,1
130574,78000,2,0,25,0,1
130575,78000,2,0,25,0,1
130622,88600,2,0,24,0,1
130623,88600,2,0,24,0,1
130624,88600,2,0,24,0,1
130638,99250,2,0,11,0,2
130639,99250,2,0,11,0,2
130657,42200,2,0,26,0,2
130658,42200,2,0,26,0,2
130659,42200,2,0,26,0,2
130669,40000,2,0,27,0,0
130670,40000,2,0,27,0,0
130685,91600,0,0,37,0,0
130686,91600,0,0,37,0,0
130687,91600,0,0,37,0,0
130688,91600,0,0,37,0,0
130698,200,0,0,101,0,0
130699,200,0,0,101,0,0
130806,74000,2,0,15,0,1
130807,74000,2,0,15,0,1
130813,65000,2,0,23,0,1
130840,30700,1,0,43,0,1
130848,170000,2,0,26,2,1
130849,170000,2,0,26,2,1
130850,170000,2,0,26,2,1
130880,42800,2,0,40,0,1
130919,117750,2,0,17,0,1
130920,117750,2,0,17,0,1
130921,117750,2,0,17,0,1
130932,104000,2,0,13,0,2
130933,104000,2,0,13,0,2
130934,104000,2,0,13,0,2
131011,135000,2,0,10,0,1
131012,135000,2,0,10,0,1
131013,135000,2,0,10,0,1
131284,143300,2,0,14,0,2
131285,143300,2,0,14,0,2
131286,143300,2,0,14,0,2
131287,143300,2,0,14,0,2
131288,143300,2,0,14,0,2
131289,143300,2,0,14,0,2
131292,170000,2,0,11,0,2
131293,170000,2,0,11,0,2
131294,93500,1,0,23,0,2
131295,93500,1,0,23,0,2
131296,93500,1,0,23,0,2
131297,93500,1,0,23,0,2
131298,93500,1,0,23,0,2
131299,93500,1,0,23,0,2
131300,93500,1,0,23,0,2
131372,125100,0,0,12,2,0
131373,125100,0,0,12,2,0
131374,125100,0,0,12,2,0
131375,125100,0,0,12,2,0
131376,125100,0,0,12,2,0
131435,75980,2,0,19,0,2
131436,75980,2,0,19,0,2
131498,15600,2,0,99,0,0
131499,15600,2,0,99,0,0
131500,15600,2,0,99,0,0
131528,76000,2,0,33,0,2
131529,76000,2,0,33,0,2
131665,67940,1,0,47,0,1
131666,67940,1,0,47,0,1
131667,67940,1,0,47,0,1
131668,67940,1,0,47,0,1
131669,67940,1,0,47,0,1
131694,51200,1,12200,33,2,0
131695,51200,1,12200,33,2,0
131696,51200,1,0,33,2,0
131697,51200,1,0,33,2,0
131698,51200,1,0,33,2,0
131699,51200,1,0,33,2,0
131742,131220,2,0,11,0,1
131743,131220,2,0,11,0,1
131754,50000,2,0,17,0,2
131755,50000,2,0,17,0,2
131819,121000,2,0,18,0,1
131820,121000,2,0,18,0,1
131821,121000,2,0,18,0,1
131887,93000,2,0,19,0,2
131888,93000,2,0,19,0,2
131898,44840,2,0,27,2,1
131899,44840,2,0,27,2,1
131901,265000,2,0,0,0,1
131976,113800,2,0,13,0,1
131977,113800,2,0,13,0,1
131985,44300,2,0,32,2,1
131986,44300,2,0,32,2,1
132036,65800,0,0,19,0,1
132037,65800,0,0,19,0,1
132069,58830,1,0,21,0,0
132070,58830,1,0,21,0,0
132090,44950,2,0,38,0,0
132091,44950,2,0,38,0,0
132092,44950,2,0,38,0,0
132093,44950,2,0,38,0,0
132094,9900,2,0,38,2,1
132095,9900,2,0,38,2,1
132096,9900,2,0,38,2,1
132116,33700,2,4200,57,2,1
132117,33700,2,0,57,2,1
132118,33700,2,4200,57,2,1
132125,162900,2,0,11,0,2
132126,162900,2,0,11,0,2
132127,162900,2,0,11,0,2
132128,162900,2,0,11,0,2
132129,162900,2,0,11,0,2
132152,86000,2,0,14,0,2
132153,86000,2,0,14,0,2
132156,76000,1,0,17,0,1
132159,20000,0,0,101,2,1
132160,20000,0,0,101,2,1
132193,45000,2,0,29,2,1
132209,164500,1,0,10,0,2
132210,164500,1,0,10,0,2
132231,18000,2,0,39,2,1
132232,18000,2,0,39,2,1
132237,201500,2,0,1,0,0
132238,201500,2,0,1,0,0
132265,32000,2,0,15,0,1
132266,117000,2,0,18,0,1
132267,117000,2,0,18,0,1
132309,11900,2,0,101,2,1
132310,11900,2,0,101,2,1
132327,146000,2,0,22,0,2
132328,146000,2,0,22,0,2
132340,99500,2,0,18,0,2
132341,99500,2,0,18,0,2
132363,100000,2,0,34,0,1
132364,100000,2,0,34,0,1
132365,100000,2,0,34,0,1
132366,100000,2,0,34,0,1
132394,26400,0,0,30,2,0
132395,26400,0,0,30,2,0
132406,13400,2,4400,34,2,0
132411,44000,1,0,26,0,1
132419,87000,2,0,23,0,2
132420,87000,2,0,23,0,2
132425,32600,2,0,45,0,1
132426,32600,2,0,45,0,1
132442,39700,0,0,44,0,1
132443,39700,0,0,44,0,1
132444,39700,0,0,44,0,1
132486,5140,2,0,101,2,2
132487,5140,2,0,101,2,2
132493,33500,2,0,44,2,1
132494,33500,2,0,44,2,1
132507,41700,2,0,52,0,0
132508,41700,2,0,52,0,0
132509,41700,2,0,52,0,0
132510,29300,2,0,38,0,1
132511,29300,2,0,38,0,1
132542,28200,1,16200,51,2,1
132543,28200,1,0,51,2,1
132584,315000,2,0,13,0,1
132585,315000,2,0,13,0,1
132598,131000,2,0,20,0,2
132599,131000,2,0,20,0,2
132633,16500,2,0,101,0,1
132634,16500,2,0,101,0,1
132698,30000,1,0,56,0,1
132699,30000,1,0,56,0,1
132707,120000,2,0,20,0,1
132708,120000,2,0,20,0,1
132709,120000,2,0,20,0,1
132729,5400,2,800,101,2,1
132730,5400,2,0,101,2,1
132742,222000,2,0,0,0,2
132743,222000,2,0,0,0,2
132748,56000,2,0,16,0,1
132749,56000,2,0,16,0,1
132750,56000,2,0,16,0,1
132778,112060,2,0,18,0,2
132779,112060,2,0,18,0,2
132810,13200,2,0,82,2,0
132811,13200,2,0,82,2,0
132816,24700,0,0,58,0,0
132817,24700,0,0,58,0,0
132842,107200,2,0,17,0,2
132843,107200,2,0,17,0,2
132844,107200,2,0,17,0,2
132845,107200,2,0,17,0,2
132846,41100,2,0,63,0,0
132847,41100,2,0,63,0,0
132848,41100,2,0,63,0,0
132927,244700,2,0,15,0,2
132928,244700,2,0,15,0,2
132950,128300,0,0,21,0,2
132951,128300,0,0,21,0,2
132952,128300,0,0,21,0,2
132953,128300,0,0,21,0,2
132994,31000,0,0,34,2,0
132995,31000,0,0,34,2,0
133002,86300,0,0,17,2,1
133003,86300,0,0,17,2,1
133020,70000,1,0,49,0,2
133021,70000,1,0,49,0,2
133022,70000,1,0,49,0,2
133084,25400,0,0,48,0,2
133085,25400,0,0,48,0,2
133098,67900,1,0,38,0,0
133099,67900,1,0,38,0,0
133122,39500,2,0,25,0,1
133123,39500,2,0,25,0,1
133162,153830,2,0,30,0,1
133163,153830,2,0,30,0,1
133173,50000,2,0,48,2,2
133174,50000,2,0,48,2,2
133180,118000,2,0,28,0,2
133181,118000,2,0,28,0,2
133183,375000,2,0,9,0,2
133184,375000,2,0,9,0,2
133216,123050,2,0,11,2,1
133217,123050,2,0,11,2,1
133218,123050,2,2300,11,2,1
133238,127500,0,0,14,0,1
133239,127500,0,0,14,0,1
133273,45000,2,0,29,2,1
133274,45000,2,0,29,2,1
133275,45000,2,0,29,2,1
133282,220000,2,0,10,0,2
133283,220000,2,0,10,0,2
133309,90860,1,0,24,0,1
133310,90860,1,0,24,0,1
133311,90860,1,0,24,0,1
133331,110400,1,0,14,0,1
133332,110400,1,0,14,0,1
133343,36000,2,0,37,0,1
133344,36000,2,0,37,0,1
133377,58000,2,0,33,2,2
133378,58000,2,0,33,2,2
133396,36000,2,0,70,0,2
133397,36000,2,0,70,0,2
133398,36000,2,0,70,0,2
133399,36000,2,0,70,0,2
133408,20000,2,0,38,0,1
133414,30000,2,0,58,0,1
133500,44600,2,0,10,2,1
133501,44600,2,0,10,2,1
133502,44600,2,0,10,2,1
133525,310500,2,0,1,0,2
133526,310500,2,0,1,0,2
133549,75000,2,0,19,0,2
133550,75000,2,0,19,0,2
133583,11700,0,0,101,2,0
133584,11700,0,0,101,2,0
133653,23700,0,0,25,2,0
133654,23700,0,0,25,2,0
133674,23800,0,0,58,2,2
133675,23800,0,0,58,2,2
133676,23800,0,0,58,2,2
133697,30000,1,0,84,0,2
133698,30000,1,0,84,0,2
133763,35780,1,280,27,2,1
133764,35780,1,200,27,2,1
133786,9300,0,0,32,2,0
133810,52100,2,0,25,0,0
133811,52100,2,0,25,0,0
133837,39100,2,0,34,2,1
133838,39100,2,0,34,2,1
133839,39100,2,0,34,2,1
133971,18000,0,0,101,2,1
133995,78000,2,0,20,0,1
133996,78000,2,0,20,0,1
134016,42600,2,0,25,2,1
134017,42600,2,0,25,2,1
134079,61000,2,0,19,0,1
134080,61000,2,0,19,0,1
134113,25000,2,0,53,2,1
134114,25000,2,0,53,2,1
134115,25000,2,0,53,2,1
134116,34000,1,0,33,0,1
134134,38900,1,0,49,0,1
134135,38900,1,0,49,0,1
134148,20400,0,2200,53,2,0
134149,20400,0,0,53,2,0
134156,27000,1,0,38,0,1
134174,21800,2,0,18,2,1
134175,21800,2,0,18,2,1
134217,59600,0,0,20,2,0
134218,59600,0,0,20,2,0
134219,13660,2,0,31,2,0
134220,13660,2,0,31,2,0
134236,58000,2,0,48,0,2
134237,58000,2,0,48,0,2
134261,28000,2,0,34,0,1
134292,81700,2,0,17,2,1
134293,81700,2,0,17,2,1
134294,81700,2,0,17,2,1
134295,81700,2,0,17,2,1
134313,49600,2,0,44,0,1
134336,68000,2,0,18,0,0
134337,68000,2,0,18,0,0
134407,21400,2,3600,40,2,0
134408,21400,2,0,40,2,0
134409,21400,2,0,40,2,0
134410,21400,2,0,40,2,0
134440,40000,0,0,24,0,1
134441,40000,0,0,24,0,1
134478,17400,2,0,65,2,0
134479,17400,2,0,65,2,0
134507,12000,2,0,101,0,1
134541,221600,2,0,21,0,1
134542,221600,2,0,21,0,1
134543,221600,2,0,21,0,1
134544,221600,2,0,21,0,1
134549,102200,2,0,21,0,2
134550,102200,2,0,21,0,2
134551,102200,2,0,21,0,2
134564,68100,1,0,11,0,2
134565,68100,1,0,11,0,2
134578,117020,2,0,30,0,2
134579,117020,2,0,30,0,2
134584,33000,2,0,39,2,1
134585,33000,2,0,39,2,1
134653,148300,2,0,18,0,1
134654,148300,2,0,18,0,1
134662,54600,2,0,29,0,0
134663,54600,2,0,29,0,0
134668,72400,2,0,34,0,1
134669,72400,2,0,34,0,1
134724,112000,1,0,14,0,2
134725,112000,1,0,14,0,2
134754,27600,1,0,33,0,1
134755,27600,1,0,33,0,1
134760,206000,2,0,0,0,2
134761,206000,2,0,0,0,2
134768,8800,2,0,29,0,0
134769,8800,2,0,29,0,0
134770,8800,2,0,29,0,0
134788,216500,2,0,22,0,2
134789,216500,2,0,22,0,2
134792,13700,1,0,31,2,0
134793,13700,1,0,31,2,0
134865,75900,2,0,19,0,2
134866,75900,2,0,19,0,2
134903,69000,2,0,17,2,1
134904,69000,2,0,17,2,1
134905,69000,2,0,17,2,1
134906,69000,2,0,17,2,1
134973,176000,2,0,15,0,1
134974,176000,2,0,15,0,1
134975,176000,2,0,15,0,1
134976,176000,2,0,15,0,1
134977,176000,2,0,15,0,1
134978,176000,2,0,15,0,1
134987,17400,1,0,76,0,1
134988,17400,1,0,76,0,1
135000,49200,2,0,57,0,0
135001,49200,2,0,57,0,0
135025,197030,2,0,16,0,2
135026,197030,2,0,16,0,2
135027,197030,2,0,16,0,2
135028,197030,2,0,16,0,2
135046,238700,2,0,0,0,1
135047,238700,2,0,0,0,1
135048,238700,2,0,0,0,1
135049,238700,2,0,0,0,1
135107,4800,0,4800,101,2,0
135144,93000,2,0,23,0,1
135145,93000,2,0,23,0,1
135146,93000,2,0,23,0,1
135147,93000,2,0,23,0,1
135173,106000,2,0,20,0,2
135174,106000,2,0,20,0,2
135182,42000,1,0,31,2,2
135183,42000,1,0,31,2,2
135190,33310,0,0,10,2,1
135191,33310,0,0,10,2,1
135197,62000,2,0,43,0,1
135198,62000,2,0,43,0,1
135283,3000,1,0,101,2,1
135334,85000,2,0,16,0,2
135335,85000,2,0,16,0,2
135363,105000,2,0,16,0,1
135364,105000,2,0,16,0,1
135365,105000,2,0,16,0,1
135366,21700,2,0,49,2,0
135367,21700,2,0,49,2,0
135398,699000,2,0,1,0,1
135399,699000,2,0,1,0,1
135411,95700,2,0,21,2,1
135412,95700,2,0,21,2,1
135413,95700,2,0,21,2,1
135471,92000,2,0,26,0,2
135472,92000,2,0,26,0,2
135505,58000,2,0,24,2,1
135506,58000,2,0,24,2,1
135507,58000,2,0,24,2,1
135508,58000,2,0,24,2,1
135512,40810,2,0,35,0,1
135513,40810,2,0,35,0,1
135514,40810,2,0,35,0,1
135653,51000,2,0,24,0,2
135654,51000,2,0,24,0,2
135696,35900,2,0,50,0,0
135697,35900,2,0,50,0,0
135698,35900,2,0,50,0,0
135789,10500,2,0,33,2,0
135790,10500,2,0,33,2,0
135795,55300,2,0,43,0,2
135796,55300,2,0,43,0,2
135797,55300,2,0,43,0,2
135798,55300,2,0,43,0,2
135810,10310,2,110,101,0,1
135811,10310,2,0,101,0,1
135834,70400,2,0,19,0,1
135835,70400,2,0,19,0,1
135844,11700,2,2400,76,2,0
135845,11700,2,0,76,2,0
135851,21500,2,0,101,2,1
135852,21500,2,0,101,2,1
135853,21500,2,0,101,2,1
135881,33200,2,0,83,0,1
135882,33200,2,0,83,0,1
135883,33200,2,0,83,0,1
135907,60000,1,0,31,2,2
135908,60000,1,0,31,2,2
135914,168900,2,0,10,0,1
135915,168900,2,0,10,0,1
135916,168900,2,0,10,0,1
135919,12000,0,0,70,0,1
135920,12000,0,0,70,0,1
135944,13500,2,4500,101,2,0
135945,13500,2,0,101,2,0
135946,13500,2,0,101,2,0
135947,13500,2,0,101,2,0
135959,49000,1,0,22,0,1
135960,49000,1,0,22,0,1
135961,49000,1,0,22,0,1
135962,49000,1,0,22,0,1
135963,9000,2,0,101,2,1
135964,9000,2,0,101,2,1
135965,9000,2,0,101,2,1
135966,28100,0,0,10,0,1
135967,28100,0,0,10,0,1
136014,49700,2,0,38,0,1
136015,49700,2,0,38,0,1
136031,4400,2,0,16,2,1
136032,4400,2,0,16,2,1
136059,25400,2,0,10,2,0
136060,25400,2,0,10,2,0
136061,25400,2,0,10,2,0
136062,25400,2,0,10,2,0
136075,77000,2,0,12,0,2
136076,77000,2,0,12,0,2
136077,77000,2,0,12,0,2
136078,77000,2,0,12,0,2
136081,59700,2,0,35,2,2
136082,59700,2,0,35,2,2
136083,59700,2,0,35,2,2
136116,52000,2,0,38,0,1
136117,52000,2,0,38,0,1
136118,52000,2,0,38,0,1
136119,52000,2,0,38,0,1
136120,52000,2,0,38,0,1
136143,106000,2,0,19,0,2
136144,106000,2,0,19,0,2
136156,212600,2,0,17,0,2
136157,212600,2,0,17,0,2
136159,6500,2,0,101,0,1
136160,6500,2,0,101,0,1
136199,34000,2,0,77,0,2
136200,34000,2,0,77,0,2
136201,34000,2,0,77,0,2
136236,32700,2,0,43,2,0
136237,32700,2,0,43,2,0
136238,32700,2,0,43,2,0
136242,61700,2,0,36,0,1
136243,61700,2,0,36,0,1
136244,61700,2,0,36,0,1
136282,75200,2,0,12,0,1
136283,75200,2,0,12,0,1
136295,104800,2,0,28,0,1
136296,104800,2,0,28,0,1
136342,85000,2,0,11,0,0
136343,85000,2,0,11,0,0
136358,86000,1,0,23,0,1
136359,86000,1,0,23,0,1
136360,86000,1,0,23,0,1
136413,70000,2,0,27,0,2
136414,70000,2,0,27,0,2
136426,80000,2,0,18,0,2
136427,80000,2,0,18,0,2
136428,80000,2,0,18,0,2
136473,50000,2,0,18,0,2
136474,50000,2,0,18,0,2
136508,60000,2,0,17,0,1
136509,60000,2,0,17,0,1
136510,60000,2,0,17,0,1
136511,60000,2,0,17,0,1
136532,125200,2,0,20,0,0
136533,125200,2,0,20,0,0
136616,160000,2,0,23,0,2
136617,160000,2,0,23,0,2
136626,59500,2,0,26,0,2
136627,59500,2,0,26,0,2
136628,12000,2,0,76,2,0
136656,30000,1,0,30,2,2
136657,30000,1,0,30,2,2
136668,73600,0,0,22,0,0
136669,73600,0,0,22,0,0
136670,73600,0,0,22,0,0
136671,73600,0,0,22,0,0
136672,73600,0,0,22,0,0
136673,73600,0,0,22,0,0
136674,130000,2,0,17,0,2
136675,130000,2,0,17,0,2
136711,74000,2,0,45,0,1
136712,74000,2,0,45,0,1
136732,67700,0,0,30,0,2
136733,67700,0,0,30,0,2
136753,77300,2,0,27,2,1
136754,77300,2,0,27,2,1
136755,77300,2,0,27,2,1
136801,14400,0,0,88,2,0
136802,14400,0,0,88,2,0
136817,70000,2,0,49,0,2
136818,70000,2,0,49,0,2
136847,24000,2,0,101,0,1
136857,270,2,270,101,2,0
136858,270,2,0,101,2,0
137026,45000,1,0,26,0,1
137027,45000,1,0,26,0,1
137046,13480,1,0,101,0,1
137047,13480,1,0,101,0,1
137048,13480,1,0,101,0,1
137066,660000,2,0,1,0,1
137067,660000,2,0,1,0,1
137072,19600,2,0,69,2,1
137073,19600,2,0,69,2,1
137108,29400,0,0,47,2,0
137109,29400,0,0,47,2,0
137110,18980,2,0,82,0,1
137111,18980,2,0,82,0,1
137112,18980,2,0,82,0,1
137113,18980,2,0,82,0,1
137116,36500,2,0,53,2,1
137117,36500,2,0,53,2,1
137118,36500,2,0,53,2,1
137121,32000,2,0,75,0,2
137122,32000,2,0,75,0,2
137148,8000,2,0,101,2,0
137149,8000,2,0,101,2,0
137159,24600,0,0,29,0,1
137160,24600,0,0,29,0,1
137176,92400,2,0,23,0,2
137177,92400,2,0,23,0,2
137201,237000,2,0,1,0,1
137202,237000,2,0,1,0,1
137209,180,2,180,101,2,0
137210,180,2,0,101,2,0
137233,86000,0,0,20,0,0
137234,86000,0,0,20,0,0
137306,40300,2,0,20,0,1
137307,40300,2,0,20,0,1
137311,81600,1,0,23,0,0
137312,81600,1,0,23,0,0
137313,81600,1,0,23,0,0
137356,57400,2,0,15,0,1
137357,57400,2,0,15,0,1
137358,57400,2,0,15,0,1
137393,104870,2,0,25,0,1
137394,104870,2,0,25,0,1
137418,669000,2,0,0,0,1
137419,669000,2,0,0,0,1
137420,669000,2,0,0,0,1
137447,70000,1,0,32,0,2
137448,70000,1,0,32,0,2
137451,16530,1,0,101,2,1
137452,16530,1,0,101,2,1
137453,32400,2,0,53,0,0
137454,32400,2,0,53,0,0
137535,80000,2,0,11,0,1
137536,80000,2,0,11,0,1
137587,60000,0,0,22,2,2
137588,60000,0,0,22,2,2
137589,60000,0,0,22,2,2
137595,125000,2,0,36,0,2
137596,125000,2,0,36,0,2
137597,125000,2,0,36,0,2
137684,132000,2,0,14,0,1
137685,132000,2,0,14,0,1
137686,132000,2,0,14,0,1
137687,132000,2,0,14,0,1
137688,31200,2,0,25,0,0
137689,31200,2,0,25,0,0
137726,264600,0,0,1,0,0
137727,264600,0,0,1,0,0
137728,264600,0,0,1,0,0
137729,264600,0,0,1,0,0
137792,82000,2,0,19,2,2
137793,82000,2,0,19,2,2
137864,44200,2,0,45,2,1
137865,44200,2,0,45,2,1
137866,44200,2,0,45,2,1
137867,44200,2,0,45,2,1
137889,84700,2,0,30,0,2
137890,84700,2,0,30,0,2
137891,84700,2,0,30,0,2
137921,720,2,0,101,2,1
137922,720,2,0,101,2,1
137938,130000,2,0,13,0,2
137939,130000,2,0,13,0,2
137940,130000,2,0,13,0,2
137941,130000,2,0,13,0,2
137959,143000,2,0,0,0,2
137960,143000,2,0,0,0,2
137969,180000,2,0,12,0,2
137970,180000,2,0,12,0,2
137971,180000,2,0,12,0,2
137972,180000,2,0,12,0,2
137992,168000,2,0,14,0,1
137993,168000,2,0,14,0,1
137994,168000,2,0,14,0,1
138008,81000,2,0,24,0,2
138009,81000,2,0,24,0,2
138064,16000,2,0,101,0,1
138065,16000,2,0,101,0,1
138066,16000,2,0,101,0,1
138067,16000,2,0,101,0,1
138068,16000,2,0,101,0,1
138113,25000,1,0,86,2,1
138114,25000,1,0,86,2,1
138115,25000,1,0,86,2,1
138116,25000,1,0,86,2,1
138166,18000,2,0,39,0,1
138203,71700,2,0,25,0,1
138204,71700,2,0,25,0,1
138316,67480,0,0,23,2,1
138317,67480,0,0,23,2,1
138334,66300,2,0,26,0,1
138335,66300,2,0,26,0,1
138369,82510,2,0,23,0,1
138370,82510,2,0,23,0,1
138371,82510,2,0,23,0,1
138372,82510,2,0,23,0,1
138373,131000,2,0,20,0,1
138374,131000,2,0,20,0,1
138375,131000,2,0,20,0,1
138388,119000,2,0,33,0,2
138389,119000,2,0,33,0,2
138500,145000,2,0,1,0,2
138501,145000,2,0,1,0,2
138502,145000,2,0,1,0,2
138519,38000,0,0,0,2,1
138520,38000,0,0,0,2,1
138538,250000,2,0,16,0,1
138539,250000,2,0,16,0,1
138571,84960,2,1300,22,2,0
138572,84960,2,0,22,2,0
138573,84960,2,0,22,2,0
138574,84960,2,0,22,2,0
138575,535000,2,0,1,0,2
138576,535000,2,0,1,0,2
138636,30000,0,0,23,0,1
138668,42500,2,16200,29,2,1
138669,42500,2,0,29,2,1
138670,42500,2,0,29,2,1
138732,48000,2,0,68,0,1
138733,48000,2,0,68,0,1
138734,48000,2,0,68,0,1
138795,25000,0,0,43,0,1
138796,25000,0,0,43,0,1
138797,25000,0,0,43,0,1
138856,35000,2,0,45,0,1
138857,35000,2,0,45,0,1
138918,35000,1,0,46,2,0
138919,35000,1,0,46,2,0
138920,35000,1,0,46,2,0
138927,96000,2,0,19,0,1
138928,96000,2,0,19,0,1
138971,122500,2,0,25,0,2
138972,122500,2,0,25,0,2
139060,24000,1,0,40,0,1
139061,24000,1,0,40,0,1
139068,30600,0,0,64,2,2
139069,30600,0,3000,64,2,2
139094,15490,2,0,39,2,0
139095,15490,2,0,39,2,0
139096,15490,2,0,39,2,0
139104,51000,2,0,48,0,1
139150,31100,0,0,11,2,1
139151,31100,0,0,11,2,1
139152,31100,0,0,11,2,1
139156,127500,2,0,26,0,2
139157,127500,2,0,26,0,2
139158,127500,2,0,26,0,2
139216,1370,2,0,101,0,0
139217,1370,2,0,101,0,0
139255,24000,2,0,18,2,1
139256,24000,2,0,18,2,1
139275,725000,2,0,0,0,2
139276,725000,2,0,0,0,2
139291,46220,1,0,23,0,1
139292,46220,1,0,23,0,1
139296,170300,2,0,0,0,2
139297,170300,2,0,0,0,2
139298,170300,2,0,0,0,2
139299,170300,2,0,0,0,2
139354,36800,2,0,51,0,0
139355,36800,2,0,51,0,0
139356,36800,2,0,51,0,0
139431,17000,2,0,59,2,1
139432,17000,2,0,59,2,1
139433,8500,1,0,101,0,1
139434,8500,1,0,101,0,1
139489,81250,2,0,25,0,2
139490,81250,2,0,25,0,2
139491,81250,2,0,25,0,2
139492,81250,2,0,25,0,2
139493,81250,2,0,25,0,2
139503,57000,2,0,27,0,1
139504,57000,2,0,27,0,1
139559,42800,2,0,33,0,1
139560,42800,2,0,33,0,1
139643,45000,0,0,44,0,1
139644,45000,0,0,44,0,1
139661,61000,2,0,26,0,2
139662,61000,2,0,26,0,2
139710,485520,1,0,1,0,0
139711,485520,1,0,1,0,0
139725,10830,0,390,62,2,1
139733,67100,2,0,17,0,1
139734,67100,2,0,17,0,1
139740,16900,2,0,26,0,0
139741,16900,2,0,26,0,0
139760,410000,2,0,1,0,2
139761,410000,2,0,1,0,2
139762,410000,2,0,1,0,2
139763,410000,2,0,1,0,2
139804,39900,0,0,53,0,1
139805,39900,0,0,53,0,1
139846,120600,2,0,16,0,2
139847,120600,2,4000,16,0,2
140009,3400,0,2400,101,2,0
140010,3400,0,0,101,2,0
140011,114000,2,0,44,0,1
140012,114000,2,0,44,0,1
140040,5800,2,0,101,2,0
140041,5800,2,0,101,2,0
140042,5800,2,0,101,2,0
140154,41800,2,0,58,0,1
140155,41800,2,0,58,0,1
140185,13700,0,0,34,2,0
140186,13700,0,0,34,2,0
140247,15900,1,0,101,0,1
140248,15900,1,0,101,0,1
140276,15310,0,10,85,2,1
140310,295000,2,0,13,0,2
140311,295000,2,0,13,0,2
140324,19830,2,0,100,2,2
140325,19830,2,0,100,2,2
140326,19830,2,0,100,2,2
140327,19830,2,0,100,2,2
140376,42000,1,0,25,0,1
140377,42000,1,0,25,0,1
140380,12100,2,0,21,2,1
140381,12100,2,0,21,2,1
140385,193100,2,0,15,0,2
140386,193100,2,0,15,0,2
140387,193100,2,0,15,0,2
140388,193100,2,0,15,0,2
140389,193100,2,0,15,0,2
140481,133000,2,0,24,0,2
140482,133000,2,0,24,0,2
140483,133000,2,0,24,0,2
140489,2500,2,0,101,2,0
140490,2500,2,0,101,2,0
140521,9000,1,0,57,2,0
140522,9000,1,0,57,2,0
140557,100000,2,0,18,2,1
140558,100000,2,0,18,2,1
140590,31300,0,0,27,2,0
140591,31300,0,0,27,2,0
140592,31300,0,0,27,2,0
140625,20000,2,0,91,2,1
140626,20000,2,0,91,2,1
140633,140000,2,0,14,0,1
140634,140000,2,0,14,0,1
140635,140000,2,0,14,0,1
140636,140000,2,0,14,0,1
140712,42500,2,0,11,2,0
140713,42500,2,0,11,2,0
140714,42500,2,0,11,2,0
140715,42500,2,0,11,2,0
140726,30000,2,0,61,0,1
140727,30000,2,0,61,0,1
140728,30000,2,0,61,0,1
140758,50000,1,0,29,0,1
140759,50000,1,0,29,0,1
140774,21300,2,0,101,2,0
140775,21300,2,0,101,2,0
140799,22700,2,0,48,0,2
140800,22700,2,0,48,0,2
140801,22700,2,0,48,0,2
140911,39600,2,0,48,2,2
140912,39600,2,0,48,2,2
140913,39600,2,0,48,2,2
140920,110000,2,0,32,0,2
140921,110000,2,0,32,0,2
140924,495100,2,0,0,0,2
140925,495100,2,0,0,0,2
140928,730000,2,0,1,0,2
140929,730000,2,0,1,0,2
140940,55800,2,0,33,0,1
140941,55800,2,0,33,0,1
140942,55800,2,0,33,0,1
140943,55800,2,0,33,0,1
140946,76600,2,0,23,0,1
140947,76600,2,0,23,0,1
140948,76600,2,0,23,0,1
140964,52000,2,0,36,0,2
140965,52000,2,0,36,0,2
140966,52000,2,0,36,0,2
140978,110000,2,0,17,0,2
140979,110000,2,0,17,0,2
141070,45000,2,0,39,0,1
