,HINCP,HISPEED,PAP,GRPIP,FS,FES
119434,143400,2,0,16,0,2
119476,154000,2,0,29,0,2
119477,154000,2,0,29,0,2
119501,57000,2,0,23,0,1
119502,57000,2,0,23,0,1
119526,55000,1,0,43,0,2
119527,55000,1,0,43,0,2
119530,91600,0,0,16,2,1
119531,91600,0,0,16,2,1
119538,64800,0,0,42,0,2
119539,64800,0,0,42,0,2
119577,151000,2,0,1,0,2
119578,151000,2,0,1,0,2
119647,58000,2,0,23,0,1
119648,58000,2,0,23,0,1
119713,17000,2,0,83,0,1
119714,17000,2,0,83,0,1
119715,17000,2,0,83,0,1
119723,80700,2,2600,10,0,0
119724,80700,2,0,10,0,0
119725,80700,2,0,10,0,0
119755,95000,2,0,36,0,1
119756,95000,2,0,36,0,1
119757,95000,2,0,36,0,1
119760,40000,2,0,31,0,1
119843,38900,2,0,31,0,1
119844,38900,2,0,31,0,1
119870,130000,2,0,1,0,1
119871,130000,2,0,1,0,1
119880,95000,2,0,15,0,2
119881,95000,2,0,15,0,2
119913,36000,2,0,43,0,1
119914,36000,2,0,43,0,1
119938,26450,0,0,62,2,2
119939,26450,0,350,62,2,2
119940,26450,0,0,62,2,2
119989,12000,2,0,101,2,1
120029,148000,2,0,26,0,2
120030,148000,2,0,26,0,2
120098,110000,2,0,16,0,1
120099,110000,2,0,16,0,1
120100,110000,2,0,16,0,1
120101,110000,2,0,16,0,1
120102,110000,2,0,16,0,1
120103,110000,2,0,16,0,1
120113,51800,2,0,38,0,1
120114,51800,2,0,38,0,1
120157,90000,2,0,23,0,2
120158,90000,2,0,23,0,2
120205,840500,2,0,0,0,2
120206,840500,2,0,0,0,2
120212,50000,2,0,28,0,2
120213,50000,2,0,28,0,2
120214,50000,2,0,28,0,2
120294,80000,2,0,11,0,1
120295,80000,2,0,11,0,1
120326,60150,2,0,40,0,1
120327,60150,2,0,40,0,1
120376,22000,2,0,32,0,1
120377,22000,2,0,32,0,1
120395,91000,2,0,18,0,2
120396,91000,2,0,18,0,2
120397,91000,2,0,18,0,2
120401,30200,2,0,66,2,1
120402,30200,2,0,66,2,1
120403,30200,2,0,66,2,1
120410,7200,2,0,83,0,0
120411,7200,2,0,83,0,0
120414,20000,2,0,101,0,1
120415,20000,2,0,101,0,1
120419,63800,2,0,30,0,2
120420,63800,2,0,30,0,2
120421,63800,2,0,30,0,2
120426,76100,2,0,25,0,2
120427,76100,2,0,25,0,2
120428,76100,2,0,25,0,2
120433,60200,1,0,20,2,1
120434,60200,1,0,20,2,1
120435,60200,1,0,20,2,1
120436,60200,1,0,20,2,1
120477,9500,2,0,33,2,0
120478,9500,2,0,33,2,0
120479,9500,2,0,33,2,0
120480,9500,2,0,33,2,0
120540,35300,2,5000,23,2,1
120541,35300,2,0,23,2,1
120542,35300,2,0,23,2,1
120543,35300,2,0,23,2,1
120544,35300,2,0,23,2,1
120545,10700,2,0,95,2,2
120546,10700,2,0,95,2,2
120553,13200,0,0,32,2,0
120554,13200,0,0,32,2,0
120568,28100,0,0,16,0,1
120569,28100,0,0,16,0,1
120570,28100,0,0,16,0,1
120612,63000,0,0,33,0,1
120613,63000,0,0,33,0,1
120614,63000,0,0,33,0,1
120631,34000,2,0,55,0,1
120632,34000,2,0,55,0,1
120675,153000,2,0,14,0,2
120676,153000,2,0,14,0,2
120683,56600,2,0,32,0,1
120684,56600,2,0,32,0,1
120689,70000,2,0,29,0,2
120690,70000,2,0,29,0,2
120691,53700,2,0,53,0,1
120692,53700,2,0,53,0,1
120693,53700,2,0,53,0,1
120742,55000,2,0,34,0,1
120743,55000,2,0,34,0,1
120764,65200,2,0,31,0,1
120765,65200,2,0,31,0,1
120766,65200,2,0,31,0,1
120767,65200,2,0,31,0,1
120768,7700,2,4600,58,2,0
120793,34200,0,0,101,2,2
120794,34200,0,0,101,2,2
120795,34200,0,0,101,2,2
120796,34200,0,0,101,2,2
120898,732000,2,0,1,0,2
120899,732000,2,0,1,0,2
120900,732000,2,0,1,0,2
120901,732000,2,0,1,0,2
120902,732000,2,0,1,0,2
120904,14600,2,0,30,2,0
120905,14600,2,0,30,2,0
120966,18500,2,0,65,0,1
120967,18500,2,0,65,0,1
120968,18500,2,0,65,0,1
120971,34100,2,0,69,0,2
120972,34100,2,0,69,0,2
120973,107200,1,0,20,0,2
120974,107200,1,0,20,0,2
120975,107200,1,0,20,0,2
120976,107200,1,0,20,0,2
121089,37800,0,0,44,0,1
121090,37800,0,0,44,0,1
121145,43500,1,0,42,2,1
121146,43500,1,0,42,2,1
121156,24000,2,0,81,0,1
121157,24000,2,0,81,0,1
121162,20000,0,0,101,2,1
121163,34000,1,0,0,0,1
121164,34000,1,0,0,0,1
121248,24000,1,0,63,2,2
121249,24000,1,0,63,2,2
121296,40000,2,0,35,0,1
121297,40000,2,0,35,0,1
121298,40000,2,0,35,0,1
121305,138000,2,0,12,0,1
121306,138000,2,0,12,0,1
121307,138000,2,0,12,0,1
121308,138000,2,0,12,0,1
121309,138000,2,0,12,0,1
121344,32500,1,0,33,2,1
121345,32500,1,0,33,2,1
121368,5200,1,1800,101,2,1
121369,5200,1,0,101,2,1
121377,10000,1,0,78,0,1
121392,74000,2,0,16,0,1
121393,74000,2,0,16,0,1
121394,74000,2,0,16,0,1
121397,18000,0,0,31,0,0
121398,18000,0,0,31,0,0
121405,35000,0,0,21,0,1
121406,35000,0,0,21,0,1
121410,27600,1,1700,48,2,1
121411,27600,1,0,48,2,1
121412,27600,1,0,48,2,1
121432,17640,2,0,63,2,1
121433,17640,2,0,63,2,1
121438,44000,1,0,35,0,2
121439,44000,1,0,35,0,2
121450,86000,2,0,10,2,1
121451,86000,2,0,10,2,1
121452,105000,2,0,18,0,2
121453,105000,2,0,18,0,2
121529,288500,2,0,11,0,1
121530,288500,2,0,11,0,1
121537,31170,1,0,33,2,0
121538,31170,1,370,33,2,0
121539,31170,1,0,33,2,0
121582,28400,2,0,57,0,1
121583,28400,2,0,57,0,1
121592,126400,2,0,20,0,1
121593,126400,2,0,20,0,1
121594,126400,2,0,20,0,1
121595,126400,2,0,20,0,1
121624,177900,2,0,12,0,2
121625,177900,2,0,12,0,2
121626,177900,2,0,12,0,2
121630,56800,1,0,30,0,1
121631,56800,1,0,30,0,1
121632,56800,1,0,30,0,1
121692,20200,2,0,35,2,2
121693,20200,2,0,35,2,2
121694,20200,2,0,35,2,2
121713,8600,2,0,101,2,0
121714,8600,2,0,101,2,0
121715,8600,2,0,101,2,0
121740,253700,2,0,0,0,2
121741,253700,2,0,0,0,2
121742,253700,2,0,0,0,2
121743,253700,2,0,0,0,2
121744,253700,2,0,0,0,2
121777,37190,1,0,61,0,1
121778,37190,1,0,61,0,1
121779,37190,1,190,61,0,1
121815,181000,2,0,22,0,1
121816,181000,2,0,22,0,1
121830,39500,2,0,21,0,2
121831,39500,2,0,21,0,2
121834,35000,2,0,45,0,1
121835,35000,2,0,45,0,1
121836,35000,2,0,45,0,1
121850,60000,1,0,33,0,1
121851,60000,1,0,33,0,1
121884,111600,2,0,22,0,0
121885,111600,2,0,22,0,0
121901,16000,2,0,27,2,1
121920,66600,2,0,25,0,1
121921,66600,2,0,25,0,1
121998,194000,2,0,9,0,2
121999,194000,2,0,9,0,2
122002,28100,2,0,81,2,0
122003,28100,2,0,81,2,0
122012,26000,1,4700,47,2,0
122013,26000,1,0,47,2,0
122014,26000,1,0,47,2,0
122065,52800,2,0,41,0,1
122066,52800,2,0,41,0,1
122067,52800,2,0,41,0,1
122099,80000,0,0,29,0,2
122100,80000,0,0,29,0,2
122133,25000,2,0,65,0,1
122134,25000,2,0,65,0,1
122197,96400,2,0,33,0,2
122198,96400,2,0,33,0,2
122199,96400,2,0,33,0,2
122200,96400,2,0,33,0,2
122207,25000,1,0,58,2,1
122208,25000,1,0,58,2,1
122209,25000,1,0,58,2,1
122210,25000,1,0,58,2,1
122257,16800,1,0,31,2,0
122258,16800,1,0,31,2,0
122263,736000,2,0,0,0,2
122264,736000,2,0,0,0,2
122267,38620,2,0,34,0,1
122268,38620,2,0,34,0,1
122290,96000,2,0,15,0,2
122291,96000,2,0,15,0,2
122296,47000,2,0,42,2,1
122297,47000,2,0,42,2,1
122307,75000,2,0,14,0,2
122308,75000,2,0,14,0,2
122311,10000,2,0,101,2,1
122312,10000,2,0,101,2,1
122396,9600,1,0,101,2,0
122397,107900,2,0,33,0,1
122398,107900,2,0,33,0,1
122399,107900,2,0,33,0,1
122429,106500,2,0,15,0,2
122430,106500,2,0,15,0,2
122431,106500,2,0,15,0,2
122432,106500,2,0,15,0,2
122433,106500,2,0,15,0,2
122434,24000,1,0,78,2,1
122435,24000,1,0,78,2,1
122436,24100,2,0,61,2,1
122437,24100,2,0,61,2,1
122438,24100,2,0,61,2,1
122454,39500,2,0,53,0,1
122455,39500,2,0,53,0,1
122456,39500,2,0,53,0,1
122470,26900,2,0,30,2,0
122471,26900,2,0,30,2,0
122472,26900,2,0,30,2,0
122486,185000,2,0,12,0,2
122487,185000,2,0,12,0,2
122488,15000,2,0,30,2,1
122489,15000,2,0,30,2,1
122502,33000,2,0,47,2,1
122503,33000,2,0,47,2,1
122545,30000,2,0,82,0,1
122546,30000,2,0,82,0,1
122579,8300,2,1700,101,2,1
122611,62000,2,0,33,0,1
122612,62000,2,0,33,0,1
122613,62000,2,0,33,0,1
122652,49600,2,0,43,0,1
122653,49600,2,0,43,0,1
122660,35000,2,0,35,2,1
122661,35000,2,0,35,2,1
122772,66500,2,0,40,0,1
122773,66500,2,0,40,0,1
122774,66500,2,0,40,0,1
122813,38200,0,0,63,2,1
122814,38200,0,0,63,2,1
122824,91000,1,0,14,0,1
122825,91000,1,0,14,0,1
122826,91000,1,0,14,0,1
122913,310000,2,0,15,0,2
122914,310000,2,0,15,0,2
122918,117100,2,0,10,2,0
122919,117100,2,0,10,2,0
123017,37000,2,0,19,0,2
123018,37000,2,0,19,0,2
123023,23000,2,0,88,0,1
123024,23000,2,0,88,0,1
123059,109000,2,0,19,0,0
123060,109000,2,0,19,0,0
123061,109000,2,0,19,0,0
123070,220000,2,0,16,0,2
123071,220000,2,0,16,0,2
123097,133000,2,0,14,0,2
123098,133000,2,0,14,0,2
123099,122000,2,0,16,0,1
123100,122000,2,0,16,0,1
123101,122000,2,0,16,0,1
123102,122000,2,0,16,0,1
123110,26800,2,0,67,2,1
123111,26800,2,0,67,2,1
123112,26800,2,0,67,2,1
123122,52600,2,0,20,0,1
123123,52600,2,0,20,0,1
123140,88100,0,0,35,2,1
123141,88100,0,0,35,2,1
123142,88100,0,0,35,2,1
123145,4000,2,0,101,0,1
123164,37200,2,0,47,0,1
123165,37200,2,0,47,0,1
123184,679000,2,0,0,0,1
123185,679000,2,0,0,0,1
123195,26000,0,0,19,0,0
123196,26000,0,0,19,0,0
123215,50000,1,0,37,0,1
123216,10690,2,0,101,2,1
123288,335600,2,0,0,0,1
123289,335600,2,0,0,0,1
123290,335600,2,0,0,0,1
123331,600,2,0,101,2,0
123332,600,2,0,101,2,0
123333,600,2,0,101,2,0
123342,88000,2,0,19,2,1
123343,88000,2,0,19,2,1
123344,88000,2,0,19,2,1
123353,89000,2,0,15,0,2
123354,89000,2,0,15,0,2
123405,39000,2,0,26,0,0
123406,39000,2,0,26,0,0
123414,33980,2,0,24,2,1
123415,33980,2,0,24,2,1
123416,33980,2,0,24,2,1
123420,68000,2,0,24,0,1
123423,71700,2,0,13,2,1
123424,71700,2,0,13,2,1
123425,71700,2,0,13,2,1
123426,71700,2,0,13,2,1
123504,229000,2,0,0,0,2
123505,229000,2,0,0,0,2
123532,1910,0,0,101,2,0
123533,1910,0,0,101,2,0
123538,10000,2,0,101,2,1
123539,10000,2,0,101,2,1
123548,29000,2,0,16,2,0
123549,29000,2,0,16,2,0
123550,29000,2,0,16,2,0
123580,42000,2,0,37,0,1
123608,96500,1,0,14,0,0
123609,96500,1,0,14,0,0
123610,96500,1,0,14,0,0
123611,96500,1,0,14,0,0
123617,65800,2,0,22,2,1
123618,65800,2,0,22,2,1
123619,65800,2,0,22,2,1
123662,23000,2,0,53,2,0
123663,23000,2,0,53,2,0
123665,30000,2,0,24,2,1
123666,30000,2,0,24,2,1
123667,30000,2,0,24,2,1
123674,22400,2,0,14,2,1
123675,22400,2,3600,14,2,1
123676,22400,2,0,14,2,1
123677,22400,2,0,14,2,1
123703,13200,0,0,101,2,0
123704,13200,0,0,101,2,0
123824,130000,2,0,10,0,2
123825,130000,2,0,10,0,2
123826,130000,2,0,10,0,2
123838,25900,2,16200,38,0,0
123839,25900,2,0,38,0,0
123845,78300,2,0,18,0,0
123846,78300,2,0,18,0,0
123853,100000,2,0,39,0,2
123854,100000,2,0,39,0,2
123904,22100,0,0,13,2,0
123905,22100,0,0,13,2,0
123917,9600,0,0,101,2,1
123918,9600,0,0,101,2,1
123919,9600,0,0,101,2,1
123920,9600,0,0,101,2,1
123932,40000,0,0,47,0,0
123933,40000,0,0,47,0,0
123953,24300,1,0,68,0,0
123954,24300,1,0,68,0,0
123980,80400,1,0,11,0,0
123981,80400,1,0,11,0,0
124031,20400,1,0,42,2,0
124032,20400,1,0,42,2,0
124053,15700,2,0,31,2,1
124054,15700,2,0,31,2,1
124055,15700,2,0,31,2,1
124056,31200,2,0,58,0,1
124057,31200,2,0,58,0,1
124165,126700,2,0,22,0,2
124166,126700,2,0,22,0,2
124177,12300,2,300,101,0,1
124178,12300,2,0,101,0,1
124181,162900,1,0,1,0,0
124182,162900,1,0,1,0,0
124198,107000,1,0,16,0,1
124199,107000,1,0,16,0,1
124200,107000,1,0,16,0,1
124201,107000,1,0,16,0,1
124202,107000,1,0,16,0,1
124246,110000,2,0,26,0,2
124247,110000,2,0,26,0,2
124248,720000,1,0,1,2,2
124249,720000,1,0,1,2,2
124250,720000,1,0,1,2,2
124251,720000,1,0,1,2,2
124252,720000,1,0,1,2,2
124279,35400,1,0,65,0,1
124280,35400,1,0,65,0,1
124285,78700,1,0,25,0,1
124286,78700,1,0,25,0,1
124303,22300,0,0,70,2,1
124304,22300,0,0,70,2,1
124352,192000,2,0,11,0,2
124353,192000,2,0,11,0,2
124421,80320,2,0,14,2,1
124422,80320,2,320,14,2,1
124440,140000,2,0,34,0,1
124441,140000,2,0,34,0,1
124522,161000,2,0,14,0,2
124523,161000,2,0,14,0,2
124575,160000,2,0,13,0,2
124576,160000,2,0,13,0,2
124597,23000,1,0,37,0,1
124598,23000,1,0,37,0,1
124600,360000,2,0,1,0,2
124601,360000,2,0,1,0,2
124605,16800,2,0,71,2,1
124606,16800,2,0,71,2,1
124607,16800,2,0,71,2,1
124612,81120,2,0,35,0,2
124613,81120,2,0,35,0,2
124618,110000,2,0,20,0,1
124619,110000,2,0,20,0,1
124624,50000,2,0,56,0,1
124625,50000,2,0,56,0,1
124627,40000,1,0,44,0,2
124628,40000,1,0,44,0,2
124629,40000,1,0,44,0,2
124630,40000,1,0,44,0,2
124644,77800,2,0,23,0,1
124700,48600,0,0,30,0,0
124701,48600,0,0,30,0,0
124707,52500,2,0,57,0,2
124708,52500,2,0,57,0,2
124736,71200,2,0,20,2,1
124737,71200,2,0,20,2,1
124738,71200,2,0,20,2,1
124739,71200,2,0,20,2,1
124817,25000,2,0,64,2,1
124818,25000,2,0,64,2,1
124819,25000,2,0,64,2,1
124820,45000,1,0,39,0,1
124821,45000,1,0,39,0,1
124841,47000,2,0,21,0,1
124842,47000,2,0,21,0,1
124863,15600,0,0,77,2,1
124864,15600,0,0,77,2,1
124865,15600,0,0,77,2,1
124867,26000,2,0,72,0,1
124868,26000,2,0,72,0,1
124871,21400,1,0,101,2,1
124872,21400,1,0,101,2,1
124883,111000,2,0,0,0,1
124884,111000,2,0,0,0,1
124891,185000,2,0,18,2,1
124892,185000,2,0,18,2,1
124893,185000,2,0,18,2,1
124894,185000,2,0,18,2,1
124933,90480,2,0,44,0,2
124934,90480,2,0,44,0,2
125077,57000,2,0,29,0,1
125078,57000,2,0,29,0,1
125103,20000,2,0,57,2,0
125104,20000,2,0,57,2,0
125105,20000,2,0,57,2,0
125160,49500,2,0,24,0,1
125161,49500,2,0,24,0,1
125191,135000,2,0,16,0,1
125192,135000,2,0,16,0,1
125193,135000,2,0,16,0,1
125241,48800,2,0,43,0,1
125242,48800,2,0,43,0,1
125252,42900,2,0,63,0,1
125253,42900,2,0,63,0,1
125286,14800,0,0,51,2,0
125287,14800,0,0,51,2,0
125288,25000,0,0,72,0,1
125289,25000,0,0,72,0,1
125290,25000,0,0,72,0,1
125291,25000,0,0,72,0,1
125348,143200,2,0,10,0,1
125349,143200,2,0,10,0,1
125350,143200,2,0,10,0,1
125351,143200,2,0,10,0,1
125371,670000,2,0,1,0,1
125375,78000,1,0,21,0,2
125376,78000,1,0,21,0,2
125408,377000,2,0,10,0,2
125409,377000,2,0,10,0,2
125451,227100,2,0,1,2,1
125452,227100,2,0,1,2,1
125453,227100,2,0,1,2,1
125454,227100,2,0,1,2,1
125455,227100,2,1400,1,2,1
125475,58000,2,0,36,0,2
125476,58000,2,0,36,0,2
125575,141100,1,300,0,2,1
125576,141100,1,0,0,2,1
125577,141100,1,0,0,2,1
125607,29600,2,0,40,0,1
125608,29600,2,0,40,0,1
125612,563200,2,0,0,0,2
125613,563200,2,0,0,0,2
125655,50000,1,0,31,0,1
125715,113800,2,0,26,0,1
125716,113800,2,0,26,0,1
125730,18000,2,0,80,2,0
125731,18000,2,0,80,2,0
125791,52460,2,0,34,0,1
125792,52460,2,0,34,0,1
125793,52460,2,0,34,0,1
125794,52460,2,0,34,0,1
125800,129000,0,0,0,2,2
125801,129000,0,0,0,2,2
125802,129000,0,0,0,2,2
125870,35000,2,0,58,2,1
125871,35000,2,0,58,2,1
125875,51000,2,0,45,0,2
125876,51000,2,0,45,0,2
125904,462200,2,0,0,0,2
125905,462200,2,0,0,0,2
125981,20,2,20,101,2,1
126089,55000,2,0,15,0,1
126090,55000,2,0,15,0,1
126091,222000,2,0,21,0,2
126092,222000,2,0,21,0,2
126131,23300,0,0,31,2,0
126132,23300,0,0,31,2,0
126137,30700,2,0,20,0,1
126138,30700,2,0,20,0,1
126154,240000,2,0,13,0,2
126155,240000,2,0,13,0,2
126162,9400,2,0,101,0,2
126163,9400,2,0,101,0,2
126171,18410,1,0,41,2,1
126172,18410,1,0,41,2,1
126181,64500,1,0,2,0,2
126182,64500,1,0,2,0,2
126183,64500,1,0,2,0,2
126184,64500,1,0,2,0,2
126185,20000,2,0,101,0,1
126186,20000,2,0,101,0,1
126187,82800,2,0,26,0,2
126188,82800,2,0,26,0,2
126189,82800,2,0,26,0,2
126190,82800,2,0,26,0,2
126203,151300,2,0,29,0,1
126204,151300,2,0,29,0,1
126205,151300,2,0,29,0,1
126206,151300,2,0,29,0,1
126215,136000,1,0,18,0,2
126216,136000,1,0,18,0,2
126217,136000,1,0,18,0,2
126267,157000,1,0,15,0,1
126268,157000,1,0,15,0,1
126390,25000,2,0,87,2,1
126391,25000,2,0,87,2,1
126405,37600,2,0,28,2,0
126406,37600,2,0,28,2,0
126407,37600,2,0,28,2,0
126419,17700,2,0,38,2,1
126420,17700,2,0,38,2,1
126469,49000,0,0,24,0,1
126470,49000,0,0,24,0,1
126471,49000,0,0,24,0,1
126485,94900,2,0,12,0,2
126486,94900,2,0,12,0,2
126487,94900,2,0,12,0,2
126488,94900,2,0,12,0,2
126489,94900,2,0,12,0,2
126490,94900,2,0,12,0,2
126560,108300,2,10300,13,0,1
126561,108300,2,0,13,0,1
126562,108300,2,0,13,0,1
126637,112000,2,0,14,0,1
126638,112000,2,0,14,0,1
126639,112000,2,0,14,0,1
126640,112000,2,0,14,0,1
126757,165000,2,0,1,0,2
126758,165000,2,0,1,0,2
126766,53000,2,0,15,0,1
126767,53000,2,0,15,0,1
126792,61900,0,0,31,0,1
126793,61900,0,0,31,0,1
126799,40800,2,0,64,0,2
126800,40800,2,0,64,0,2
126811,106000,2,0,14,0,1
126812,106000,2,0,14,0,1
126818,70000,2,0,30,0,0
126819,70000,2,0,30,0,0
126870,27600,1,0,50,0,1
126944,13300,1,0,70,2,1
126945,13300,1,0,70,2,1
126946,200000,2,0,16,0,2
126947,200000,2,0,16,0,2
126958,278000,2,0,0,0,2
126959,278000,2,0,0,0,2
126960,278000,2,0,0,0,2
126970,13800,0,0,87,2,0
126971,13800,0,0,87,2,0
127022,43600,2,0,39,2,0
127023,43600,2,0,39,2,0
127041,86700,2,0,30,0,2
127042,86700,2,0,30,0,2
127043,86700,2,0,30,0,2
127044,86700,2,0,30,0,2
127056,9300,0,0,30,2,0
127062,287000,2,0,14,0,1
127063,287000,2,0,14,0,1
127111,69000,1,0,28,0,1
127112,69000,1,0,28,0,1
127113,69000,1,0,28,0,1
127222,36000,0,0,17,2,0
127223,36000,0,0,17,2,0
127229,18200,0,0,28,2,0
127230,18200,0,0,28,2,0
127237,48000,2,0,18,0,1
127238,48000,2,0,18,0,1
127270,33640,1,0,26,0,2
127271,33640,1,0,26,0,2
127304,43000,2,0,53,2,0
127305,43000,2,0,53,2,0
127306,43000,2,0,53,2,0
127307,43000,2,0,53,2,0
127339,76000,2,0,9,2,0
127340,76000,2,0,9,2,0
127341,76000,2,0,9,2,0
127476,31000,2,0,24,0,1
127477,31000,2,0,24,0,1
127487,14300,1,0,40,2,0
127488,14300,1,0,40,2,0
127491,72000,1,0,26,0,2
127492,72000,1,0,26,0,2
127493,72000,1,0,26,0,2
127494,72000,1,0,26,0,2
127495,72000,1,0,26,0,2
127496,72000,1,0,26,0,2
127504,45400,2,0,47,0,1
127505,45400,2,0,47,0,1
127530,15000,2,0,66,2,1
127571,106000,0,0,22,0,0
127572,106000,0,0,22,0,0
127587,32700,2,0,9,0,0
127588,32700,2,0,9,0,0
127589,32700,2,0,9,0,0
127600,18500,2,2800,71,2,0
127601,18500,2,0,71,2,0
127602,18500,2,0,71,2,0
127624,104000,2,0,21,0,0
127625,104000,2,0,21,0,0
127626,104000,2,0,21,0,0
127627,104000,2,0,21,0,0
127636,43000,2,0,29,0,1
127659,6200,2,4800,101,2,0
127748,28760,2,0,83,0,2
127749,28760,2,0,83,0,2
127750,28760,2,0,83,0,2
127759,22000,2,0,28,0,1
127770,137000,2,0,9,0,2
127771,137000,2,0,9,0,2
127783,53400,0,0,27,0,1
127784,53400,0,0,27,0,1
127785,53400,0,0,27,0,1
127811,33400,2,0,56,0,1
127812,33400,2,0,56,0,1
127813,33400,2,0,56,0,1
127814,33400,2,0,56,0,1
127815,33400,2,0,56,0,1
127821,188000,2,0,17,0,2
127822,188000,2,0,17,0,2
127874,119000,2,0,12,0,1
127901,28500,2,0,37,0,1
127924,55000,2,0,41,0,2
127925,55000,2,0,41,0,2
127933,174000,2,0,20,0,2
127934,174000,2,0,20,0,2
128031,164000,1,0,12,0,2
128032,164000,1,0,12,0,2
128033,164000,1,0,12,0,2
128034,33000,2,0,32,0,1
128035,66000,2,0,50,0,1
128036,66000,2,0,50,0,1
128043,28000,0,0,30,2,1
128044,28000,0,0,30,2,1
128113,49300,2,0,55,0,1
128114,49300,2,0,55,0,1
128115,49300,2,0,55,0,1
128145,16070,2,0,97,0,2
128146,16070,2,0,97,0,2
128147,16070,2,0,97,0,2
128150,17390,2,90,37,2,0
128151,17390,2,0,37,2,0
128156,19800,0,0,67,0,1
128157,19800,0,0,67,0,1
128171,360000,2,0,10,0,2
128172,360000,2,0,10,0,2
128181,13300,2,0,36,2,0
128182,13300,2,0,36,2,0
128213,67000,2,0,19,0,1
128214,67000,2,0,19,0,1
128247,99000,2,0,16,0,2
128248,99000,2,0,16,0,2
128317,68600,2,0,37,2,2
128318,68600,2,0,37,2,2
128319,68600,2,0,37,2,2
128322,60000,2,0,33,0,1
128323,60000,2,0,33,0,1
128418,42200,0,0,26,0,0
128419,42200,0,0,26,0,0
128445,11600,0,0,101,0,1
128446,11600,0,0,101,0,1
128518,102300,1,0,13,0,0
128519,102300,1,0,13,0,0
128536,150500,2,0,20,0,1
128537,150500,2,0,20,0,1
128538,150500,2,0,20,0,1
128545,50000,2,0,36,0,1
128546,50000,2,0,36,0,1
128570,74000,2,0,27,0,2
128571,74000,2,0,27,0,2
128572,74000,2,0,27,0,2
128717,11000,2,0,61,0,2
128718,11000,2,0,61,0,2
128743,56000,2,0,18,0,0
128744,56000,2,0,18,0,0
128759,16520,0,0,101,2,0
128760,16520,0,0,101,2,0
128782,98000,2,0,28,0,0
128783,98000,2,0,28,0,0
128854,115240,2,0,30,0,2
128855,115240,2,0,30,0,2
128856,115240,2,0,30,0,2
128857,115240,2,0,30,0,2
128858,115240,2,0,30,0,2
128870,41800,0,0,25,0,0
128871,41800,0,0,25,0,0
128892,270000,2,0,11,0,2
128893,270000,2,0,11,0,2
128917,66100,0,0,30,0,2
128918,66100,0,0,30,0,2
128921,18000,0,0,43,2,1
128922,18000,0,0,43,2,1
128923,18000,0,0,43,2,1
128924,10000,1,0,91,0,1
129009,149500,2,0,20,0,2
129010,149500,2,0,20,0,2
129066,34500,2,0,18,0,2
129067,34500,2,0,18,0,2
129110,28000,2,0,85,0,1
129111,28000,2,0,85,0,1
129117,41700,0,0,46,2,0
129118,41700,0,0,46,2,0
129119,41700,0,0,46,2,0
129175,162300,2,0,12,0,0
129176,162300,2,0,12,0,0
129177,162300,2,0,12,0,0
129190,110000,2,0,16,0,2
129191,110000,2,0,16,0,2
129240,111100,2,0,19,0,0
129241,111100,2,0,19,0,0
129289,15130,2,0,101,2,0
129290,15130,2,0,101,2,0
129291,15130,2,0,101,2,0
129292,15130,2,0,101,2,0
129294,111800,0,0,12,0,1
129295,111800,0,0,12,0,1
129296,111800,0,0,12,0,1
129320,470500,2,0,1,0,1
129321,470500,2,0,1,0,1
129331,100000,2,0,18,0,2
129332,100000,2,0,18,0,2
129361,35000,2,0,72,0,1
129362,35000,2,0,72,0,1
129416,75000,0,0,56,2,1
129417,75000,0,0,56,2,1
129418,56100,2,0,13,0,1
129419,56100,2,0,13,0,1
129420,56100,2,0,13,0,1
129499,24000,2,0,65,0,2
129500,24000,2,0,65,0,2
129501,24000,2,0,65,0,2
129502,24000,2,0,65,0,2
129512,198000,1,0,11,2,1
129513,198000,1,0,11,2,1
129514,198000,1,0,11,2,1
129515,198000,1,0,11,2,1
129516,198000,1,0,11,2,1
129517,198000,1,0,11,2,1
129518,198000,1,0,11,2,1
129519,198000,1,0,11,2,1
129520,198000,1,0,11,2,1
129564,49000,2,0,24,0,2
129565,49000,2,0,24,0,2
129569,35000,2,0,70,0,1
129570,35000,2,0,70,0,1
129615,71000,2,0,47,0,1
129616,71000,2,0,47,0,1
129636,40000,0,0,26,0,1
129637,40000,0,0,26,0,1
129669,21400,2,0,84,0,0
129670,21400,2,0,84,0,0
129678,48000,2,0,27,0,1
129679,48000,2,0,27,0,1
129696,66000,2,0,16,2,1
129697,66000,2,0,16,2,1
129787,130050,2,0,23,0,2
129788,130050,2,0,23,0,2
129817,353800,2,0,0,0,2
129818,353800,2,0,0,0,2
129819,353800,2,0,0,0,2
129820,353800,2,0,0,0,2
129821,353800,2,0,0,0,2
129822,353800,2,0,0,0,2
129861,42700,1,0,47,2,0
129862,42700,1,0,47,2,0
129863,42700,1,0,47,2,0
129867,68000,1,0,14,0,2
129868,68000,1,0,14,0,2
129895,60900,2,0,19,0,1
129896,60900,2,0,19,0,1
129907,250000,0,0,0,2,0
129908,250000,0,0,0,2,0
129909,85000,2,0,19,0,1
129910,85000,2,0,19,0,1
129921,30500,2,0,26,0,1
129922,30500,2,0,26,0,1
129956,79100,2,0,10,2,2
129957,79100,2,0,10,2,2
129958,79100,2,0,10,2,2
129971,25600,2,0,48,2,1
129972,25600,2,0,48,2,1
129973,40000,2,0,40,0,1
129974,40000,2,0,40,0,1
